species;family
Kalanchoe sp.;Crassulaceae
Kalanchoe sp.;Crassulaceae
Kalanchoe sp.;Crassulaceae
Kalanchoe sp.;Crassulaceae
Kalanchoe sp.;Crassulaceae
Kalanchoe sp.;Crassulaceae
Kalanchoe sp.;Crassulaceae
Kalanchoe sp.;Crassulaceae
Kalanchoe sp.;Crassulaceae
Kalanchoe sp.;Crassulaceae
Kalanchoe sp.;Crassulaceae
Kalanchoe sp.;Crassulaceae
Kalanchoe sp.;Crassulaceae
Kalanchoe sp.;Crassulaceae
Kalanchoe sp.;Crassulaceae
Kalanchoe sp.;Crassulaceae
Kalanchoe sp.;Crassulaceae
Kalanchoe sp.;Crassulaceae
Kalanchoe sp.;Crassulaceae
Kalanchoe sp.;Crassulaceae
Kalanchoe streptantha;Crassulaceae
Kalanchoe streptantha;Crassulaceae
Kalanchoe synsepala;Crassulaceae
Kalanchoe synsepala;Crassulaceae
Kalanchoe synsepala;Crassulaceae
Kalanchoe synsepala;Crassulaceae
Kalanchoe synsepala;Crassulaceae
Kalanchoe tomentosa;Crassulaceae
Kalanchoe tomentosa;Crassulaceae
Kalanchoe viguieri;Crassulaceae
Kalanchoe welwitschii;Crassulaceae
Kalimeris hybr.;Asteraceae
Kalimeris incisa;Asteraceae
Kalimeris incisa;Asteraceae
Kalimeris incisa;Asteraceae
Kalimeris incisa;Asteraceae
Kalimeris incisa;Asteraceae
Kalimeris incisa;Asteraceae
Kalimeris incisa;Asteraceae
Kalimeris integrifolia;Asteraceae
Kalimeris mongolica;Asteraceae
Kalimeris mongolica;Asteraceae
Kalimeris mongolica;Asteraceae
Kalimeris sp.;Asteraceae
Kalimeris yomena;Asteraceae
Kalmia glauca;Ericaceae
Kalmia latifolia;Ericaceae
Kalmia latifolia;Ericaceae
Kalmia latifolia;Ericaceae
Kalmia latifolia;Ericaceae
Kalmia latifolia;Ericaceae
Kalmia polifolia;Ericaceae
Kalopanax pictus;Araliaceae
Kalopanax septemlobus;Araliaceae
Kalopanax sp.;Araliaceae
Karomia speciosa;Lamiaceae
Kedrostis africana;Cucurbitaceae
Kedrostis elongata;Cucurbitaceae
Kedrostis foetidissima;Cucurbitaceae
Kedrostis leloja;Cucurbitaceae
Kedrostis punculata;Cucurbitaceae
Kedrostis puniceus;Cucurbitaceae
Kefersteinia tolimensis;Orchidaceae
Kennedia beckxiana;Fabaceae (s.str.)
Kennedia coccinea;Fabaceae (s.str.)
Kennedia coccinea;Fabaceae (s.str.)
Kennedia macrophylla;Fabaceae (s.str.)
Kennedia rubicunda;Fabaceae (s.str.)
Kentiopsis pyriformis;Arecaceae
Kerria japonica;Rosaceae
Kerria japonica;Rosaceae
Kerria japonica;Rosaceae
Kerria japonica;Rosaceae
Kerriodoxa elegans;Arecaceae
Kerriodoxa elegans;Arecaceae
Kerriodoxa elegans;Arecaceae
Keteleeria evelyniana;Pinaceae
Keteleeria formosana;Pinaceae
Kewa bowkeriana;
Kibaropsis caledonica;Monimiaceae
Kickxia scoparia;Plantaginaceae (s.l.)
Kickxia scoparia;Plantaginaceae (s.l.)
Kielmeyera coriacea;Clusiaceae
Kigelia africana;Bignoniaceae
Kigelia africana;Bignoniaceae
Kingidium deliciosum;Orchidaceae
Kirengeshoma koreana;Hydrangeaceae
Kirengeshoma koreana;Hydrangeaceae
Kirengeshoma palmata;Hydrangeaceae
Kirkia acuminata;Simaroubaceae
Kirkia wilmsii;Simaroubaceae
Kleinia anteuphorbium;Asteraceae
Kleinia caespitosa;Asteraceae
Kleinia cephalophora;Asteraceae
Kleinia longiflora;Asteraceae
Kleinia lunulata;Asteraceae
Kleinia madagascariensis;Asteraceae
Kleinia neriifolia;Asteraceae
Kleinia neriifolia;Asteraceae
Kleinia sp.;Asteraceae
Kleinia stapeliiformis;Asteraceae
Knautia arvensis;Dipsacaceae
Knautia dipsacifolia;Dipsacaceae
Knautia drymeia;Dipsacaceae
Knautia drymeia;Dipsacaceae
Knautia macedonica;Dipsacaceae
Knautia macedonica;Dipsacaceae
Kniphofia albescens;Xanthorrhoeaceae
Kniphofia bruceae;Xanthorrhoeaceae
Kniphofia buchananii;Xanthorrhoeaceae
Kniphofia caulescens;Xanthorrhoeaceae
Kniphofia caulescens;Xanthorrhoeaceae
Kniphofia citrina;Xanthorrhoeaceae
Kniphofia citrina;Xanthorrhoeaceae
Kniphofia citrina;Xanthorrhoeaceae
Kniphofia ensifolia;Xanthorrhoeaceae
Kniphofia ensifolia;Xanthorrhoeaceae
Kniphofia galpinii;Xanthorrhoeaceae
Kniphofia hirsuta;Xanthorrhoeaceae
Kniphofia hirsuta;Xanthorrhoeaceae
Kniphofia hirsuta;Xanthorrhoeaceae
Kniphofia hirsuta;Xanthorrhoeaceae
Kniphofia hybr.;Xanthorrhoeaceae
Kniphofia hybr.;Xanthorrhoeaceae
Kniphofia hybr.;Xanthorrhoeaceae
Kniphofia hybr.;Xanthorrhoeaceae
Kniphofia laxiflora;Xanthorrhoeaceae
Kniphofia laxiflora;Xanthorrhoeaceae
Kniphofia northiae;Xanthorrhoeaceae
Kniphofia northiae;Xanthorrhoeaceae
Kniphofia northiae;Xanthorrhoeaceae
Kniphofia praecox;Xanthorrhoeaceae
Kniphofia pumila;Xanthorrhoeaceae
Kniphofia rooperi;Xanthorrhoeaceae
Kniphofia rufa;Xanthorrhoeaceae
Kniphofia sarmentosa;Xanthorrhoeaceae
Kniphofia sarmentosa;Xanthorrhoeaceae
Kniphofia sp.;Xanthorrhoeaceae
Kniphofia triangularis;Xanthorrhoeaceae
Kniphofia triangularis;Xanthorrhoeaceae
Kniphofia triangularis;Xanthorrhoeaceae
Kniphofia typhoides;Xanthorrhoeaceae
Kniphofia uvaria;Xanthorrhoeaceae
Kniphofia uvaria;Xanthorrhoeaceae
Kniphofia uvaria;Xanthorrhoeaceae
Koeleria albescens;Poaceae
Koeleria cenisia;Poaceae
Koeleria glauca;Poaceae
Koeleria glauca;Poaceae
Koeleria glauca;Poaceae
Koeleria lobata;Poaceae
Koeleria macrantha;Poaceae
Koeleria macrantha;Poaceae
Koeleria macrantha;Poaceae
Koeleria vallesiana;Poaceae
Koellikeria erinoides;Gesneriaceae
Koelreuteria paniculata;Sapindaceae
Koelreuteria paniculata;Sapindaceae
Koelreuteria paniculata;Sapindaceae
Koenigia alpina;Polygonaceae
Kohleria amabilis;Gesneriaceae
Kohleria amabilis;Gesneriaceae
Kohleria hirsuta;Gesneriaceae
Kohleria hirsuta-hybrid;Gesneriaceae
Kohleria hybr.;Gesneriaceae
Kohleria hybr.;Gesneriaceae
Kohleria hybr.;Gesneriaceae
Kohleria hybr.;Gesneriaceae
Kohleria hybr.;Gesneriaceae
Kohleria hybr.;Gesneriaceae
Kohleria hybr.;Gesneriaceae
Kohleria hybr.;Gesneriaceae
Kohleria hybr.;Gesneriaceae
Kohleria hybr.;Gesneriaceae
Kohleria hybr.;Gesneriaceae
Kohleria hybr.;Gesneriaceae
Kohleria hybr.;Gesneriaceae
Kohleria hybr.;Gesneriaceae
Kohleria hybr.;Gesneriaceae
Kohleria hybr.;Gesneriaceae
Kohleria hybr.;Gesneriaceae
Kohleria hybr.;Gesneriaceae
Kohleria lanata x spicata;Gesneriaceae
Kohleria ocellata;Gesneriaceae
Kohleria peruviana;Gesneriaceae
Kohleria spicata;Gesneriaceae
Kohleria spicata;Gesneriaceae
Kohleria spicata;Gesneriaceae
Kohleria spicata;Gesneriaceae
Kohleria spicata;Gesneriaceae
Kohleria spicata;Gesneriaceae
Kohleria stuebeliana;Gesneriaceae
Kohleria tubiflora;Gesneriaceae
Kohleria villosa;Gesneriaceae
Kohleria villosa;Gesneriaceae
Kohleria warszewiczii;Gesneriaceae
Kohleria x lucianii;Gesneriaceae
Kolkwitzia amabilis;Linnaeaceae
Kolkwitzia amabilis;Linnaeaceae
Kosteletzkya pentacarpos;Malvaceae
Krascheninnikovia ceratoides;Amaranthaceae
Kuhlhasseltia javanica;Orchidaceae
Kunzea ericoides;Myrtaceae
Kunzea flavescens;Myrtaceae
Kunzea parvifolia;Myrtaceae
Labisia obtusifolia;Primulaceae (Myrsinaceae)
Labisia obtusifolia;Primulaceae (Myrsinaceae)
Laburnum alpinum;Fabaceae (s.str.)
Laburnum anagyroides;Fabaceae (s.str.)
Laburnum anagyroides;Fabaceae (s.str.)
Laburnum anagyroides;Fabaceae (s.str.)
Laburnum sp.;Fabaceae (s.str.)
Laburnum x watereri;Fabaceae (s.str.)
Laburnum x watereri;Fabaceae (s.str.)
Laccospadix australasica;Arecaceae
Lactuca perennis;Asteraceae
Lactuca quercina;Asteraceae
Laelia ?albida;Orchidaceae
Laelia <x >cinabrosa;Orchidaceae
Laelia albida;Orchidaceae
Laelia anceps;Orchidaceae
Laelia anceps;Orchidaceae
Laelia anceps;Orchidaceae
Laelia autumnalis;Orchidaceae
Laelia bahiensis;Orchidaceae
Laelia cinnabarina;Orchidaceae
Laelia crispa;Orchidaceae
Laelia fidelensis;Orchidaceae
Laelia fidelensis;Orchidaceae
Laelia fidelensis;Orchidaceae
Laelia flava;Orchidaceae
Laelia flava;Orchidaceae
Laelia gloriosa;Orchidaceae
Laelia gouldiana;Orchidaceae
Laelia grandis;Orchidaceae
Laelia harpophylla;Orchidaceae
Laelia lobata;Orchidaceae
Laelia longipes;Orchidaceae
Laelia lucasiana;Orchidaceae
Laelia milleri × Euchile mariae;Orchidaceae
Laelia perrinii;Orchidaceae
Laelia pumila;Orchidaceae
Laelia purpurata;Orchidaceae
Laelia regentii;Orchidaceae
Laelia reginae;Orchidaceae
Laelia rubescens;Orchidaceae
Laelia rubescens;Orchidaceae
Laelia rupestris;Orchidaceae
Laelia sincorana;Orchidaceae
Laelia speciosa;Orchidaceae
Laelia xanthina;Orchidaceae
Laelia xanthina;Orchidaceae
Laelia< x >Cattleya;Orchidaceae
Laeliocattleya;Orchidaceae
Lagarostrobos colensoi;Podocarpaceae
Lagenandra meeboldii;Araceae
Lagenandra ovata;Araceae
Lagenandra praetermissa;Araceae
Lagerstroemia chekiangensis;Lythraceae
Lagerstroemia indica;Lythraceae
Lagerstroemia indica;Lythraceae
Lagerstroemia indica;Lythraceae
Lagerstroemia indica;Lythraceae
Lagerstroemia indica;Lythraceae
Lagerstroemia indica;Lythraceae
Lagerstroemia indica;Lythraceae
Lagerstroemia indica;Lythraceae
Lagerstroemia indica;Lythraceae
Lagerstroemia indica;Lythraceae
Lagerstroemia indica;Lythraceae
Lagerstroemia subcostata;Lythraceae
Lagotis stolonifera;Plantaginaceae (s.l.)
Lagunaria patersonia;Malvaceae
Lachenalia convallarioides;Hyacinthaceae
Lachenalia ensifolia;Hyacinthaceae
Lachenalia glaucina;Hyacinthaceae
Lachenalia hybr.;Hyacinthaceae
Lachenalia hybr.;Hyacinthaceae
Lachenalia hybr.;Hyacinthaceae
Lachenalia hybr.;Hyacinthaceae
Lachenalia orthopetala;Hyacinthaceae
Lachenalia stayneri;Hyacinthaceae
Lachnocaulon minus;Eriocaulaceae
Lallemantia canescens;Lamiaceae
Lamarckia aurea;Poaceae
Lambertia formosa;Proteaceae
Lamium album;Lamiaceae
Lamium maculatum;Lamiaceae
Lamium maculatum;Lamiaceae
Lamium maculatum;Lamiaceae
Lamium maculatum;Lamiaceae
Lamium maculatum;Lamiaceae
Lamium orvala;Lamiaceae
Lamium orvala;Lamiaceae
Lamium orvala;Lamiaceae
Lamium orvala;Lamiaceae
Lamium sp.;Lamiaceae
Lampranthus conspicuus;Aizoaceae
Lampranthus saturatus;Aizoaceae
Landolphia myrtifolia;Apocynaceae
Lannea asymmetrica;Anacardiaceae
Lanonia dasyantha;Arecaceae
Lanonia dasyantha;Arecaceae
Lanonia magalonii;Arecaceae
Lantana montevidensis;Verbenaceae (s.str.)
Lantana montevidensis;Verbenaceae (s.str.)
Lapageria rosea;Philesiaceae
Lapageria rosea;Philesiaceae
Lapageria rosea;Philesiaceae
Lapeirousia jacquinii;Iridaceae
Laportea canadensis;Urticaceae
Laportea perrieri;Urticaceae
Larix decidua;Pinaceae
Larix decidua;Pinaceae
Larix kaempferi;Pinaceae
Larix kaempferi;Pinaceae
Larix olgensis;Pinaceae
Larryleachia cactiformis;
Larryleachia cactiformis;
Laserpitium archangelica;Apiaceae
Lasia spinosa;Araceae
Lasia spinosa;Araceae
Lasia spinosa;Araceae
Lastreopsis glabella;Dryopteridaceae
Lastreopsis glabella;Dryopteridaceae
Latania loddigesii;Arecaceae
Latania lontaroides;Arecaceae
Latania verschaffeltii;Arecaceae
Lathyrus davidii;Fabaceae (s.str.)
Lathyrus japonicus;Fabaceae (s.str.)
Lathyrus laevigatus;Fabaceae (s.str.)
Lathyrus niger;Fabaceae (s.str.)
Lathyrus niger;Fabaceae (s.str.)
Lathyrus niger;Fabaceae (s.str.)
Lathyrus pratensis;Fabaceae (s.str.)
Lathyrus sp.;Fabaceae (s.str.)
Lathyrus venetus;Fabaceae (s.str.)
Lathyrus venetus;Fabaceae (s.str.)
Lathyrus vernus;Fabaceae (s.str.)
Lathyrus vernus;Fabaceae (s.str.)
Lathyrus vernus;Fabaceae (s.str.)
Lathyrus vernus;Fabaceae (s.str.)
Laurelia philippiana;Monimiaceae
Laurus azorica;Lauraceae
Laurus nobilis;Lauraceae
Laurus nobilis;Lauraceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula angustifolia;Lamiaceae
Lavandula canariensis;Lamiaceae
Lavandula canariensis;Lamiaceae
Lavandula dentata;Lamiaceae
Lavandula dentata;Lamiaceae
Lavandula dentata;Lamiaceae
Lavandula hybr.;Lamiaceae
Lavandula lanata;Lamiaceae
Lavandula latifolia;Lamiaceae
Lavandula multifida;Lamiaceae
Lavandula pedunculata;Lamiaceae
Lavandula pedunculata;Lamiaceae
Lavandula pinnata;Lamiaceae
Lavandula stoechas;Lamiaceae
Lavandula stoechas;Lamiaceae
Lavandula stoechas;Lamiaceae
Lavandula viridis;Lamiaceae
Lavandula viridis;Lamiaceae
Lavandula x allardii;Lamiaceae
Lavandula x allardii;Lamiaceae
Lavandula x ginginsii;Lamiaceae
Lavandula x heterophylla;Lamiaceae
Lavandula x chaytorae;Lamiaceae
Lavandula x chaytorae;Lamiaceae
Lavandula x chaytorae;Lamiaceae
Lavandula x chaytoriae;Lamiaceae
Lavandula x intermedia;Lamiaceae
Lavandula x intermedia;Lamiaceae
Lavandula x intermedia;Lamiaceae
Lavandula x intermedia;Lamiaceae
Lavandula x intermedia;Lamiaceae
Lavandula x intermedia;Lamiaceae
Lavandula x intermedia;Lamiaceae
Lavandula x intermedia;Lamiaceae
Lavandula x intermedia;Lamiaceae
Lavandula x intermedia;Lamiaceae
Lavatera bryoniifolia;Malvaceae
Lavatera olbia;Malvaceae
Lavatera phoenicea;Malvaceae
Lawsonia inermis;Lythraceae
Lawsonia inermis;Lythraceae
Layia platyglossa;Asteraceae
Lecanopteris carnosa;Polypodiaceae
Lecanopteris celebica;Polypodiaceae
Lecanopteris crustacea;Polypodiaceae
Lecanopteris crustacea;Polypodiaceae
Lecanopteris deparioides;Polypodiaceae
Lecanopteris holttumii;Polypodiaceae
Lecanopteris lomarioides;Polypodiaceae
Lecanopteris lomarioides;Polypodiaceae
Lecanopteris luzonensis;Polypodiaceae
Lecanopteris mirabilis;Polypodiaceae
Lecanopteris pumila;Polypodiaceae
Lecanopteris pumila;Polypodiaceae
Lecanopteris pumila;Polypodiaceae
Lecanopteris sinuosa;Polypodiaceae
Lecanopteris sinuosa;Polypodiaceae
Ledebouria crispa;Hyacinthaceae
Ledebouria socialis;Hyacinthaceae
Ledum columbianum;Ericaceae
Ledum groenlandicum;Ericaceae
Ledum groenlandicum;Ericaceae
Ledum groenlandicum;Ericaceae
Ledum macrophyllum;Ericaceae
Ledum macrophyllum;Ericaceae
Ledum nipponicum;Ericaceae
Ledum palustre;Ericaceae
Ledum palustre;Ericaceae
Ledum palustre;Ericaceae
Leea amabilis;Leeaceae
Leiophyllum buxifolium;Ericaceae
Leitneria floridana;Simaroubaceae
Lemmaphyllum adnascens;Polypodiaceae
Lemmaphyllum carnosum;Polypodiaceae
Lemna gibba;Araceae
Lemna minor;Araceae
Lemna trisulca;Araceae
Lemurella culicifera;Orchidaceae
Lemurorchis madagascariensis;Orchidaceae
Lemurorchis madagascariensis;Orchidaceae
Lenophyllum pusillum;Crassulaceae
Lenophyllum sp.;Crassulaceae
Leonotis dysophylla;Lamiaceae
Leonotis leonurus;Lamiaceae
Leontodon rigens;Asteraceae
Leontodon saxatilis;Asteraceae
Leontopodium sp.;Asteraceae
Leontopodium sp.;Asteraceae
Leontopodium sp.;Asteraceae
Leonurus cardiaca;Lamiaceae
Leonurus cardiaca;Lamiaceae
Leonurus japonicus;Lamiaceae
Leonurus quinquelobatus;Lamiaceae
Leonurus quinquelobatus;Lamiaceae
Leonurus sibiricus;Lamiaceae
Lepanthes calodictyon;Orchidaceae
Lepanthes cincinnata;Orchidaceae
Lepanthes cymbium;Orchidaceae
Lepanthes ophelma;Orchidaceae
Lepanthes uxoria;Orchidaceae
Lepidogrammitis sp.;Polypodiaceae
Lepidorrhachis mooreana;Arecaceae
Lepidothamnus laxifolius;Podocarpaceae
Lepidozamia peroffskyana;Zamiaceae
Lepismium cruciforme;Cactaceae
Lepismium floccosum;Cactaceae
Lepisorus albertii;Polypodiaceae
Lepisorus albertii;Polypodiaceae
Lepisorus angustus;Polypodiaceae
Lepisorus asterolepis;Polypodiaceae
Lepisorus clathratus;Polypodiaceae
Lepisorus longifolius;Polypodiaceae
Lepisorus macrosphaerus;Polypodiaceae
Lepisorus pseudonudus;Polypodiaceae
Lepisorus sordidus;Polypodiaceae
Lepisorus sp.;Polypodiaceae
Lepisorus sp.;Polypodiaceae
Lepisorus sp.;Polypodiaceae
Leptinella minor;Asteraceae
Leptinella rotundata;Asteraceae
Leptodermis sp.;Rubiaceae
Leptopteris hymenophylloides;Osmundaceae
Leptopteris superba;Osmundaceae
Leptospermum flavescens;Myrtaceae
Leptospermum grandiflorum;Myrtaceae
Leptospermum lanigerum;Myrtaceae
Leptospermum lanigerum;Myrtaceae
Leptospermum liversidgei;Myrtaceae
Leptospermum liversidgei;Myrtaceae
Leptospermum nitidum;Myrtaceae
Leptospermum riparium;Myrtaceae
Leptospermum scoparium;Myrtaceae
Leptospermum scoparium;Myrtaceae
Leptospermum scoparium;Myrtaceae
Leptospermum scoparium;Myrtaceae
Leptospermum sp.;Myrtaceae
Leptospermum sp.;Myrtaceae
Leptospermum sp.;Myrtaceae
Leptospermum sp.;Myrtaceae
Leptotes bicolor;Orchidaceae
Leptotes unicolor;Orchidaceae
Lespedeza thunbergii;Fabaceae (s.str.)
Lespedeza thunbergii;Fabaceae (s.str.)
Lessertia frutescens;Fabaceae (s.str.)
Lessertia frutescens;Fabaceae (s.str.)
Lessertia frutescens;Fabaceae (s.str.)
Lessertia perenans;Fabaceae (s.str.)
Lessertia sp.;Fabaceae (s.str.)
Lessertia sp.;Fabaceae (s.str.)
Leucadendron coniferum;Proteaceae
Leucadendron discolor;Proteaceae
Leucadendron glaberrimum;Proteaceae
Leucadendron sessile;Proteaceae
Leucaena leucocephala;Fabaceae
Leucaena sp.;Fabaceae
Leucaena sp.;Fabaceae
Leucanthemella serotina;Asteraceae
Leucanthemella serotina;Asteraceae
Leucanthemella serotina;Asteraceae
Leucanthemum <x >superbum;Asteraceae
Leucanthemum <x >superbum;Asteraceae
Leucanthemum <x >superbum;Asteraceae
Leucanthemum <x >superbum;Asteraceae
Leucanthemum <x >superbum;Asteraceae
Leucanthemum <x >superbum;Asteraceae
Leucanthemum <x >superbum;Asteraceae
Leucanthemum hybr.;Asteraceae
Leucanthemum pallens;Asteraceae
Leucanthemum vulgare;Asteraceae
Leucanthemum vulgare;Asteraceae
Leucocasia gigantea;
Leucocoryne hybr.;Amaryllidaceae (Alliaceae)
Leucojum aestivum;Amaryllidaceae
Leucojum aestivum;Amaryllidaceae
Leucojum vernum;Amaryllidaceae
Leucosceptrum japonicum;Lamiaceae
Leucosceptrum japonicum;Lamiaceae
Leucosceptrum stellipilum;Lamiaceae
Leucosceptrum stellipilum;Lamiaceae
Leucospermum cordifolium;Proteaceae
Leucospermum cordifolium;Proteaceae
Leucostele atacamensis;
Leucostele terscheckii;
Leucostele terscheckii;
Leucothoe axillaris;Ericaceae
Leucothoe fontanesiana;Ericaceae
Leucothoe fontanesiana;Ericaceae
Leucothoe fontanesiana;Ericaceae
Leucothoe fontanesiana;Ericaceae
Leucothoe fontanesiana;Ericaceae
Leucothoe fontanesiana;Ericaceae
Leucothoe hybr.;Ericaceae
Leucothoe keiskei;Ericaceae
Leucothoe racemosa;Ericaceae
Leucothoe racemosa;Ericaceae
Leucothoe walteri;Ericaceae
Leucothoe walteri;Ericaceae
Leucothoe walteri;Ericaceae
Leucothrinax morrisii;
Leuchtenbergia principis;Cactaceae
Leuchtenbergia principis;Cactaceae
Leuzea sp.;Asteraceae
Levisticum officinale;Apiaceae
Lewisia cotyledon;Montiaceae
Lewisia cotyledon;Montiaceae
Lewisia longipetala;Montiaceae
Lewisia longipetala;Montiaceae
Lewisia longipetala-hybr.;Montiaceae
Leycesteria formosa;Caprifoliaceae
Leycesteria formosa;Caprifoliaceae
Leymus arenarius;Poaceae
Liatris aspera;Asteraceae
Liatris aspera;Asteraceae
Liatris borealis;Asteraceae
Liatris cylindracea;Asteraceae
Liatris elegans;Asteraceae
Liatris ligulistylis;Asteraceae
Liatris mucronata;Asteraceae
Liatris pilosa;Asteraceae
Liatris punctata;Asteraceae
Liatris pycnostachya;Asteraceae
Liatris scariosa;Asteraceae
Liatris scariosa;Asteraceae
Liatris scariosa;Asteraceae
Liatris scariosa;Asteraceae
Liatris scariosa;Asteraceae
Liatris spicata;Asteraceae
Liatris spicata;Asteraceae
Liatris squarrosa;Asteraceae
Libertia grandiflora;Iridaceae
Libertia ixioides;Iridaceae
Libertia ixioides;Iridaceae
Libertia ixioides;Iridaceae
Licuala averyanovii;Arecaceae
Licuala bidentata;Arecaceae
Licuala cabalionii;Arecaceae
Licuala densiflora;Arecaceae
Licuala fordiana;Arecaceae
Licuala fordiana;Arecaceae
Licuala grandis;Arecaceae
Licuala malajana;Arecaceae
Licuala orbicularis;Arecaceae
Licuala orbicularis;Arecaceae
Licuala petiolulata;Arecaceae
Licuala ramsayi;Arecaceae
Licuala sarawakensis;Arecaceae
Licuala sarawakensis;Arecaceae
Licuala sp.;Arecaceae
Ligularia alatipes;Asteraceae
Ligularia dentata;Asteraceae
Ligularia dentata;Asteraceae
Ligularia dentata;Asteraceae
Ligularia hodgsonii;Asteraceae
Ligularia intermedia;Asteraceae
Ligularia przewalskii;Asteraceae
Ligularia sibirica;Asteraceae
Ligularia sibirica;Asteraceae
Ligularia sp.;Asteraceae
Ligularia sp.;Asteraceae
Ligularia stenocephala;Asteraceae
Ligularia taquetii;Asteraceae
Ligusticum scoticum;Apiaceae
Ligustrum delavayanum;Oleaceae
Ligustrum chenaultii;Oleaceae
Ligustrum ibota;Oleaceae
Ligustrum ibota;Oleaceae
Ligustrum japonicum;Oleaceae
Ligustrum obtusifolium;Oleaceae
Ligustrum ovalifolium;Oleaceae
Ligustrum ovalifolium;Oleaceae
Ligustrum quihoui;Oleaceae
Ligustrum sinense;Oleaceae
Ligustrum sinense;Oleaceae
Ligustrum sinense;Oleaceae
Ligustrum sinense;Oleaceae
Ligustrum sp.;Oleaceae
Ligustrum tschonoskii;Oleaceae
Ligustrum tschonoskii;Oleaceae
Ligustrum vulgare;Oleaceae
Ligustrum vulgare;Oleaceae
Ligustrum vulgare;Oleaceae
Ligustrum vulgare;Oleaceae
Ligustrum vulgare;Oleaceae
Lilaeopsis attenuata;Apiaceae
Lilium brownii;Liliaceae
Lilium bulbiferum;Liliaceae
Lilium candidum;Liliaceae
Lilium henryi;Liliaceae
Lilium henryi;Liliaceae
Lilium henryi;Liliaceae
Lilium hybr.;Liliaceae
Lilium hybr.;Liliaceae
Lilium hybr.;Liliaceae
Lilium hybr.;Liliaceae
Lilium hybr.;Liliaceae
Lilium hybr.;Liliaceae
Lilium hybr.;Liliaceae
Lilium hybr.;Liliaceae
Lilium hybr.;Liliaceae
Lilium hybr.;Liliaceae
Lilium hybr.;Liliaceae
Lilium hybr.;Liliaceae
Lilium hybr.;Liliaceae
Lilium hybr.;Liliaceae
Lilium hybr.;Liliaceae
Lilium hybr.;Liliaceae
Lilium hybr.;Liliaceae
Lilium hybr.;Liliaceae
Lilium hybr.;Liliaceae
Lilium hybr.;Liliaceae
Lilium hybr.;Liliaceae
Lilium lancifolium;Liliaceae
Lilium martagon;Liliaceae
Lilium martagon;Liliaceae
Lilium martagon;Liliaceae
Lilium martagon;Liliaceae
Lilium philippinense;Liliaceae
Lilium regale;Liliaceae
Lilium sargentiae;Liliaceae
Lilium sp.;Liliaceae
Limnanthes douglasii;Limnanthaceae
Limnanthes douglasii;Limnanthaceae
Limonia acidissima;Rutaceae
Limonium aureum;Plumbaginaceae
Limonium cyprium;Plumbaginaceae
Limonium gmelinii;Plumbaginaceae
